"Marital.status","Application.mode","Application.order","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Unemployment.rate","Inflation.rate","GDP","Target"
"single","traditional","6","1","secondary",131,"secondary","less than secondary","group7","group7",126.5,"1","0","0","1","0","1",19,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",108,"less than secondary","secondary","group5","group5",107.3,"0","0","0","1","0","0",20,"0",15.5,2.8,-4.06,"1"
"single","traditional","4","1","secondary",133.1,"secondary","less than secondary","group9","group5",95,"1","0","0","1","0","1",19,"0",15.5,2.8,-4.06,"1"
"single","traditional","2","1","secondary",122,"bachelors or higher","secondary","group4","group7",116.1,"1","0","0","1","0","0",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","4","1","secondary",143,"secondary","secondary","group9","group7",134.6,"1","0","0","1","0","1",18,"0",12.4,0.5,1.79,"1"
"single","traditional","6","1","secondary",135,"less than secondary","less than secondary","group7","group7",128,"1","0","0","1","0","1",18,"0",11.1,0.6,2.02,"0"
"single","traditional","2","1","secondary",148,"bachelors or higher","less than secondary","group2","group6",144.2,"1","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",134,"less than secondary","less than secondary","group4","group8",129.5,"0","0","0","1","0","1",18,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",122,"secondary","secondary","group4","group7",116.8,"1","0","1","1","0","0",18,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","1","specialized",160,"less than secondary","less than secondary","group9","group6",160,"0","0","0","1","0","1",20,"0",16.2,0.3,-0.92,"0"
"single","traditional","2","1","secondary",126,"less than secondary","less than secondary","group3","group5",127.1,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",138,"bachelors or higher","less than secondary","group2","group6",126.3,"1","0","0","1","0","1",18,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",115,"less than secondary","less than secondary","group8","group7",112.9,"1","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",141,"bachelors or higher","secondary","group1","group5",130.2,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","secondary",100,"bachelors or higher","bachelors or higher","group3","group2",100,"0","0","0","1","0","0",19,"1",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group7","group7",121.6,"0","0","0","1","0","0",19,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","secondary",130,"specialized","secondary","group2","group7",130,"0","1","1","1","0","0",20,"1",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",135,"less than secondary","less than secondary","group9","group5",121.7,"1","0","0","1","0","1",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","bachelors or higher",120,"secondary","specialized","group4","group7",120,"0","0","0","1","0","0",33,"0",12.4,0.5,1.79,"1"
"single","traditional","1","1","secondary",148,"less than secondary","less than secondary","group4","group5",143.5,"0","0","0","1","0","1",19,"0",13.9,-0.3,0.79,"1"
"single","traditional","2","1","secondary",136,"secondary","secondary","group9","group9",128.3,"0","0","0","1","0","1",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",108,"less than secondary","secondary","group4","group3",111.9,"0","0","0","1","0","0",19,"0",8.9,1.4,3.51,"1"
"single","non-traditional","1","1","specialized",140,"less than secondary","less than secondary","group6","group3",140,"0","0","0","1","0","0",19,"0",15.5,2.8,-4.06,"0"
"single","traditional","3","1","secondary",153,"bachelors or higher","secondary","group2","group8",137.6,"1","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",135,"less than secondary","less than secondary","group9","group5",135,"1","0","0","1","0","0",20,"0",10.8,1.4,1.74,"0"
"single","traditional","5","1","secondary",146,"less than secondary","less than secondary","group7","group7",133.8,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",130,"less than secondary","less than secondary","group9","group9",126.9,"1","0","0","1","1","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",113,"secondary","bachelors or higher","group5","group3",106.7,"1","0","1","1","1","1",19,"0",13.9,-0.3,0.79,"1"
"single","non-traditional","1","0","secondary",145.7,"less than secondary","less than secondary","group9","group9",145.7,"1","0","0","1","0","0",25,"1",13.9,-0.3,0.79,"0"
"single","traditional","3","1","secondary",145,"bachelors or higher","bachelors or higher","group4","group4",153.1,"1","0","0","1","0","1",20,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","0","secondary",126,"less than secondary","less than secondary","group5","group5",118.7,"0","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","0","secondary",160,"unknown","unknown","student","student",161.8,"1","0","1","1","1","0",33,"0",7.6,2.6,0.32,"1"
"single","traditional","4","1","secondary",134,"less than secondary","less than secondary","group9","group7",124.9,"1","0","1","1","1","0",18,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",163,"less than secondary","less than secondary","group5","group8",150.8,"1","0","0","1","1","0",18,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",130,"secondary","secondary","group2","group3",130,"0","0","0","1","0","0",19,"1",11.1,0.6,2.02,"0"
"single","traditional","2","1","secondary",165,"bachelors or higher","bachelors or higher","group2","group2",163.6,"1","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","secondary",142,"less than secondary","less than secondary","group4","group7",115,"0","0","0","1","0","0",19,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",156,"less than secondary","secondary","group5","group10",136.8,"1","0","0","1","0","0",18,"0",11.1,0.6,2.02,"1"
"single","traditional","5","1","secondary",141,"bachelors or higher","less than secondary","group2","group7",130.9,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","3","1","secondary",143,"less than secondary","less than secondary","group7","group7",127,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group2","group10",120,"0","0","0","1","0","0",37,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",133,"less than secondary","secondary","group2","group4",126,"0","0","0","1","0","0",20,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",172,"less than secondary","less than secondary","group5","group5",153.8,"1","0","0","1","0","1",20,"1",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","group9","group6",140,"0","0","0","1","1","0",21,"1",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",142,"less than secondary","secondary","group5","group4",136.6,"0","0","0","1","0","1",18,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","0","secondary",140,"less than secondary","secondary","group9","group8",105,"0","0","0","1","0","0",26,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group7",139.4,"0","0","1","1","0","0",41,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",148,"less than secondary","secondary","group3","group9",140,"1","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","4","1","secondary",137,"less than secondary","less than secondary","group9","group7",130.8,"0","0","1","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",143,"less than secondary","less than secondary","group9","group9",138.8,"1","0","0","1","0","0",31,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",133.1,"secondary","secondary","group4","group10",110,"0","0","1","1","0","0",23,"0",12.7,3.7,-1.7,"0"
"single","traditional","4","1","secondary",138,"less than secondary","less than secondary","group9","group9",127.8,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","3","1","secondary",138,"less than secondary","less than secondary","group4","group9",134.2,"1","0","0","1","0","1",20,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","0","secondary",150,"less than secondary","less than secondary","group7","group5",143,"0","0","0","1","0","0",40,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","specialized",120,"less than secondary","less than secondary","group9","group9",120,"1","0","1","1","0","0",32,"0",16.2,0.3,-0.92,"1"
"single","traditional","4","1","secondary",110,"less than secondary","less than secondary","group9","group7",113.2,"1","0","0","1","0","0",24,"0",10.8,1.4,1.74,"1"
"single","traditional","4","1","secondary",146,"less than secondary","less than secondary","group5","group8",135.8,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",148,"less than secondary","less than secondary","group9","group9",143.5,"0","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",145,"less than secondary","less than secondary","group4","group7",148.9,"1","0","0","1","0","1",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group4","group7",115.6,"1","0","0","0","0","0",27,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",160,"less than secondary","less than secondary","group9","group5",159.3,"0","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","0","secondary",150,"less than secondary","less than secondary","group9","group8",138.5,"0","0","0","1","0","0",26,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group4",133.2,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","2","0","secondary",120,"less than secondary","unknown","student","student",117.6,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",115,"secondary","less than secondary","group5","group5",108.7,"1","0","0","1","0","0",21,"0",9.4,-0.8,-3.12,"0"
"single","traditional","4","1","secondary",133.1,"secondary","less than secondary","group4","group6",106,"1","0","0","1","0","0",24,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",120,"less than secondary","less than secondary","group9","group10",122.6,"0","0","0","1","0","0",20,"0",12.7,3.7,-1.7,"1"
"single","traditional","4","1","secondary",134,"less than secondary","secondary","group5","group9",127.4,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",100,"0","0","0","1","0","0",30,"0",11.1,0.6,2.02,"1"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",95,"1","0","1","0","0","0",22,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group9","group8",130,"0","0","0","1","0","0",21,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",120,"less than secondary","less than secondary","group4","group5",122.8,"0","0","0","1","0","0",26,"0",13.9,-0.3,0.79,"1"
"single","traditional","1","1","secondary",115,"less than secondary","less than secondary","group7","group7",115,"1","0","0","1","0","0",23,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",135,"less than secondary","less than secondary","group5","group9",145.9,"0","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",133.1,"secondary","less than secondary","group5","group9",143,"1","0","1","1","0","0",21,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","1","1","secondary",145,"less than secondary","less than secondary","group9","group9",100,"0","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"1"
"single","traditional","3","1","secondary",130,"less than secondary","less than secondary","group5","group5",121.3,"1","0","0","1","0","0",21,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",118,"less than secondary","less than secondary","group7","group7",121.2,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","3","1","secondary",138,"less than secondary","less than secondary","group5","group9",125.1,"1","1","0","1","0","1",19,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",122,"secondary","secondary","group4","group9",112.9,"1","0","0","1","0","0",22,"0",7.6,2.6,0.32,"0"
"single","traditional","3","1","secondary",126,"less than secondary","less than secondary","group5","group8",120.8,"1","0","0","1","0","0",19,"0",12.4,0.5,1.79,"0"
"single","traditional","5","1","secondary",121,"less than secondary","less than secondary","group9","group8",114,"1","0","0","0","0","0",19,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","1","secondary",152,"less than secondary","less than secondary","group7","group5",132.1,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"1"
"married","non-traditional","1","1","specialized",160,"less than secondary","less than secondary","group9","group9",160,"0","0","0","1","0","0",27,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","secondary",134,"less than secondary","less than secondary","group5","group5",134,"1","0","0","1","0","0",22,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",128,"less than secondary","secondary","group9","group7",124.2,"1","0","0","1","0","0",18,"0",15.5,2.8,-4.06,"1"
"single","traditional","4","1","secondary",125,"less than secondary","less than secondary","group5","group5",115.6,"1","0","0","1","0","0",20,"0",9.4,-0.8,-3.12,"0"
"married","non-traditional","1","0","secondary",130,"less than secondary","less than secondary","group9","group9",128.2,"0","0","0","1","0","0",34,"0",9.4,-0.8,-3.12,"1"
"single","traditional","2","1","secondary",138,"secondary","less than secondary","group5","group8",132.8,"1","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",121,"secondary","secondary","group5","group5",123.1,"1","0","0","1","1","0",20,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",134,"secondary","less than secondary","group5","group5",125.6,"1","0","0","1","0","0",20,"1",12.7,3.7,-1.7,"0"
"single","non-traditional","1","0","secondary",130,"secondary","less than secondary","group4","group9",115,"0","0","0","1","1","0",25,"0",16.2,0.3,-0.92,"1"
"single","traditional","4","1","secondary",126,"bachelors or higher","less than secondary","group2","group9",123.6,"1","0","0","1","1","0",18,"0",8.9,1.4,3.51,"1"
"single","traditional","1","1","secondary",148,"secondary","secondary","group9","group9",141.7,"0","0","0","0","1","0",18,"0",8.9,1.4,3.51,"1"
"single","traditional","1","1","secondary",160,"less than secondary","less than secondary","group5","group7",139,"1","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","1","secondary",118,"secondary","less than secondary","group5","group4",118,"0","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",150,"less than secondary","less than secondary","group5","group5",142,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",140,"secondary","secondary","group5","group5",143.4,"0","0","0","1","0","1",21,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","secondary",100,"bachelors or higher","bachelors or higher","group2","group2",115.9,"0","0","0","1","0","0",29,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",110,"secondary","less than secondary","group9","group9",105.1,"1","0","0","1","0","1",20,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","0","specialized",140,"less than secondary","less than secondary","group3","group9",138,"1","0","1","1","0","1",21,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group9","group8",114.7,"0","0","0","1","0","0",34,"1",10.8,1.4,1.74,"1"
"single","traditional","4","1","secondary",140,"secondary","less than secondary","group3","group9",130.5,"1","0","0","1","0","0",20,"1",12.7,3.7,-1.7,"0"
"single","non-traditional","1","0","secondary",110,"less than secondary","less than secondary","group9","group9",134.3,"0","0","0","1","1","0",24,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",148,"secondary","secondary","group4","group3",137.5,"0","0","0","1","1","0",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",137,"secondary","less than secondary","group4","group4",125.3,"0","0","0","1","1","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",120,"secondary","less than secondary","group7","group7",111.3,"0","0","0","1","1","1",18,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","9","0","secondary",120,"less than secondary","less than secondary","group9","group5",144.8,"0","0","0","1","1","0",28,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","0","secondary",130,"secondary","secondary","group9","group7",152.1,"0","0","0","1","1","0",28,"0",11.1,0.6,2.02,"1"
"single","traditional","1","1","secondary",132,"less than secondary","less than secondary","student","group5",126.1,"0","0","0","1","1","0",20,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",130,"secondary","secondary","group7","group4",136,"1","0","0","1","1","0",22,"0",9.4,-0.8,-3.12,"0"
"single","traditional","4","1","secondary",128,"less than secondary","secondary","group4","group4",124.3,"1","0","0","1","1","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",132,"secondary","less than secondary","group7","group5",129.9,"1","0","0","1","1","0",20,"0",12.4,0.5,1.79,"0"
"single","non-traditional","2","1","secondary",133.1,"bachelors or higher","secondary","group2","group4",136.1,"0","0","0","1","1","0",26,"0",12.4,0.5,1.79,"1"
"single","traditional","2","1","secondary",120,"less than secondary","less than secondary","group9","group9",115.1,"1","0","0","0","1","0",21,"0",9.4,-0.8,-3.12,"1"
"single","traditional","2","1","secondary",145,"bachelors or higher","bachelors or higher","group2","group2",143.6,"1","0","0","1","1","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",127,"less than secondary","less than secondary","group9","group7",115.8,"1","0","0","1","1","0",18,"0",11.1,0.6,2.02,"0"
"single","traditional","2","1","secondary",135,"less than secondary","less than secondary","group4","group7",149,"1","0","0","1","1","0",22,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group9",100,"0","0","0","1","1","0",36,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",125,"less than secondary","less than secondary","group9","group9",133.4,"1","0","0","1","1","1",20,"0",13.9,-0.3,0.79,"0"
"single","traditional","5","1","secondary",127,"bachelors or higher","bachelors or higher","group2","group2",122.8,"0","0","0","1","1","0",20,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","0","secondary",133.1,"less than secondary","secondary","group5","group4",151.2,"0","0","0","1","1","0",25,"0",12.4,0.5,1.79,"1"
"single","non-traditional","1","1","secondary",150,"less than secondary","less than secondary","group6","group4",137,"0","0","0","1","1","0",35,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",133.1,"secondary","less than secondary","group7","group7",118,"0","0","0","1","1","0",22,"0",11.1,0.6,2.02,"1"
"single","non-traditional","1","1","secondary",150,"bachelors or higher","specialized","group3","group7",126.4,"0","0","0","1","1","0",26,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","specialized",130,"less than secondary","less than secondary","group9","group5",130,"0","0","1","0","1","0",20,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","0","less than secondary",133.1,"less than secondary","secondary","group9","group10",112.5,"0","0","0","1","1","0",50,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",125,"less than secondary","less than secondary","group9","group8",118.3,"0","0","0","1","1","0",20,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",127,"bachelors or higher","secondary","group2","group8",121.4,"0","0","0","1","1","0",20,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","bachelors or higher",140,"bachelors or higher","less than secondary","group2","group10",140,"0","0","0","0","1","0",35,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",110,"bachelors or higher","less than secondary","group4","group5",109,"0","0","0","1","1","1",19,"0",15.5,2.8,-4.06,"0"
"married","non-traditional","2","1","secondary",133.1,"less than secondary","less than secondary","group5","group7",110,"0","0","0","1","1","0",43,"0",9.4,-0.8,-3.12,"1"
"single","traditional","5","1","secondary",124,"bachelors or higher","less than secondary","group2","group1",119.8,"0","0","0","1","1","0",19,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",114,"less than secondary","less than secondary","group9","group9",130,"0","0","0","1","1","0",25,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",155,"secondary","bachelors or higher","group5","group10",167.3,"1","0","0","1","1","0",19,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",114,"secondary","less than secondary","group9","group9",111.9,"1","0","0","1","1","1",20,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group5","group5",136,"1","0","0","1","1","0",22,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",125,"less than secondary","less than secondary","group3","group3",124,"0","0","0","1","1","1",19,"0",11.1,0.6,2.02,"1"
"married","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group3","group9",132.9,"0","0","0","1","1","0",32,"0",13.9,-0.3,0.79,"1"
"married","non-traditional","1","1","less than secondary",100,"less than secondary","less than secondary","group9","group7",154,"1","0","0","1","1","0",57,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",133.1,"secondary","less than secondary","group3","group5",115,"0","0","0","0","1","0",20,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","0","secondary",120,"secondary","secondary","group5","group5",96,"1","0","0","0","1","0",38,"0",8.9,1.4,3.51,"1"
"married","non-traditional","1","0","secondary",120,"less than secondary","bachelors or higher","group9","group3",168.2,"0","0","0","1","1","0",45,"0",12.4,0.5,1.79,"0"
"married","non-traditional","1","1","secondary",110,"less than secondary","less than secondary","group9","group10",140,"0","0","1","0","1","0",43,"0",10.8,1.4,1.74,"1"
"single","traditional","4","1","secondary",144,"less than secondary","secondary","group9","group9",137.4,"1","0","0","1","1","0",19,"0",10.8,1.4,1.74,"0"
"married","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group4","group4",150,"0","0","0","0","1","0",49,"0",15.5,2.8,-4.06,"1"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group7",100.5,"1","0","0","1","1","0",43,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group9","group9",148.5,"0","0","0","1","1","0",34,"0",11.1,0.6,2.02,"1"
"single","traditional","5","1","secondary",138,"less than secondary","less than secondary","group5","group5",123.3,"1","0","1","1","1","0",18,"0",12.4,0.5,1.79,"0"
"married","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group1","group4",138.7,"0","0","0","1","1","0",43,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",120,"less than secondary","secondary","group9","group8",117.2,"0","0","0","1","1","0",21,"0",15.5,2.8,-4.06,"1"
"married","non-traditional","1","0","secondary",160,"unknown","unknown","missing","missing",114.3,"0","0","0","1","1","0",40,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",134,"less than secondary","less than secondary","group5","group5",125.3,"1","0","0","1","1","1",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group1","group1",97,"0","0","0","1","1","0",27,"0",10.8,1.4,1.74,"0"
"married","non-traditional","1","1","secondary",110,"less than secondary","less than secondary","group9","group6",140,"0","0","0","1","1","0",43,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","0","secondary",130,"less than secondary","less than secondary","group9","group9",124,"0","0","0","1","1","0",31,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","specialized",140,"less than secondary","secondary","group3","group3",140,"1","0","1","1","1","0",26,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","0","secondary",150,"less than secondary","less than secondary","group7","group10",127,"0","0","0","1","1","0",34,"0",8.9,1.4,3.51,"0"
"legally separated","non-traditional","1","1","less than secondary",100,"unknown","unknown","student","student",110,"0","0","0","1","1","0",30,"0",7.6,2.6,0.32,"0"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group7","group8",170,"0","0","0","1","1","0",36,"0",16.2,0.3,-0.92,"1"
"single","non-traditional","1","0","bachelors or higher",120,"less than secondary","less than secondary","group6","group7",120,"0","0","1","0","1","0",46,"0",11.1,0.6,2.02,"1"
"single","traditional","1","1","secondary",133.1,"secondary","less than secondary","group5","group9",130,"0","0","0","1","1","0",22,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","bachelors or higher",130,"secondary","less than secondary","group5","group9",130,"0","0","0","1","1","0",27,"0",16.2,0.3,-0.92,"1"
"single","traditional","2","1","secondary",126,"secondary","less than secondary","group4","group9",122.5,"1","0","0","1","1","0",20,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",130,"less than secondary","less than secondary","group9","group8",115.7,"0","0","0","1","1","0",20,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",140,"less than secondary","less than secondary","other situation","other situation",120,"0","0","1","0","1","0",31,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group9","group9",166,"1","0","1","1","1","0",20,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",145,"secondary","less than secondary","other situation","group8",132.8,"1","0","0","0","1","0",21,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group7",100,"0","0","0","1","1","0",21,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",127,"secondary","bachelors or higher","group9","group10",121.8,"0","0","0","1","1","0",19,"0",16.2,0.3,-0.92,"0"
"single","traditional","4","1","secondary",114,"less than secondary","less than secondary","group4","group4",109.5,"1","0","0","1","1","1",20,"0",8.9,1.4,3.51,"0"
"single","traditional","1","1","secondary",140,"less than secondary","secondary","group9","group4",138.3,"0","0","0","1","1","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",140,"secondary","secondary","group4","group3",131.6,"0","0","0","1","1","1",18,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","1","secondary",120,"secondary","bachelors or higher","group4","group2",125.3,"0","0","1","1","1","0",30,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group3","group1",101.5,"0","0","1","0","1","0",34,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",115,"less than secondary","less than secondary","group9","group7",109.1,"0","0","1","0","1","0",21,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","specialized",123.9,"less than secondary","secondary","group9","group7",123.9,"0","0","0","1","1","0",20,"0",16.2,0.3,-0.92,"1"
"single","traditional","1","1","secondary",157,"less than secondary","less than secondary","group9","group9",143,"0","0","0","1","1","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",127,"secondary","secondary","group4","group3",126.3,"1","0","1","1","1","0",21,"0",16.2,0.3,-0.92,"1"
"married","non-traditional","1","1","secondary",120,"bachelors or higher","secondary","group2","group2",113.3,"0","0","0","1","1","0",26,"0",12.4,0.5,1.79,"1"
"single","traditional","1","1","secondary",130,"less than secondary","less than secondary","group7","group3",119.9,"1","0","1","1","1","0",20,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","specialized",140,"secondary","less than secondary","group1","group9",140,"0","0","0","1","1","0",25,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",109,"secondary","secondary","group4","group4",108,"0","0","0","1","1","0",19,"0",7.6,2.6,0.32,"0"
"single","non-traditional","2","1","secondary",143,"less than secondary","bachelors or higher","group4","group1",100,"1","0","0","1","1","0",24,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","1","secondary",125,"bachelors or higher","bachelors or higher","group2","group2",132.4,"0","0","0","1","1","0",20,"0",7.6,2.6,0.32,"0"
